tweet_id,text_is_represented,image_adds,image_adds_text_repr,image_adds_text_notrepr,image_notadds_text_repr,image_notadds_text_notrepr,,,
683058475056902144,0,1,0,1,0,0,,,
696324292787761154,1,1,1,0,0,0,,,
791325144975347712,1,0,0,0,1,0,,,
683815267261005824,0,0,0,0,0,1,,,
773742778912243712,0,1,0,1,0,0,,,
692479398646321152,1,0,0,0,1,0,,,
683825202044612608,1,0,0,0,1,0,,,
686373392614731776,1,1,1,0,0,0,,,
684189087750701056,0,0,0,0,0,1,,,
723735199796727809,0,0,0,0,0,1,,,
691838751132229637,0,0,0,0,0,1,,,
708555798234857472,0,0,0,0,0,1,,,
774766676130705410,1,1,1,0,0,0,,,
684175510004350976,1,0,0,0,1,0,,,
689995878568951808,1,1,1,0,0,0,,,
689998004963643393,0,1,0,1,0,0,,,
770333060910968832,1,1,1,0,0,0,,,
755411986704367616,0,1,0,1,0,0,,,
814663285207203840,0,0,0,0,0,1,,,
709462428459909120,0,1,0,1,0,0,,,
686568281461899265,0,1,0,1,0,0,,,
684252893680132096,0,1,0,1,0,0,,,
685464236886245376,0,0,0,0,0,1,,,
713500824111038469,1,0,0,0,1,0,,,
686624416730595328,0,0,0,0,0,1,,,
717359587658113024,0,0,0,0,0,1,,,
812013799037435908,0,1,0,1,0,0,,,
705106718980771841,1,0,0,0,1,0,,,
694538442022088704,1,1,1,0,0,0,,,
682874581174980609,0,1,0,1,0,0,,,
721735622474493953,0,1,0,1,0,0,,,
699804080114425856,0,0,0,0,0,1,,,
682746728454451200,1,0,0,0,1,0,,,
691354106959515648,1,0,0,0,1,0,,,
693605006667292672,0,0,0,0,0,1,,,
789626127052603393,1,1,1,0,0,0,,,
707618361950277635,0,1,0,1,0,0,,,
694522800023834624,1,1,1,0,0,0,,,
762175082793955328,0,0,0,0,0,1,,,
715666935707336704,0,0,0,0,0,1,,,
751490379078307840,0,0,0,0,0,1,,,
802021050653372420,1,0,0,0,1,0,,,
688617483477975040,0,0,0,0,0,1,,,
781619126729138181,0,0,0,0,0,1,,,
683009168106586112,0,1,0,1,0,0,,,
685079167524847616,1,0,0,0,1,0,,,
795716130698567682,1,0,0,0,1,0,,,
755926551019999236,1,1,1,0,0,0,,,
688112193548587008,0,0,0,0,0,1,,,
712060607244214274,0,0,0,0,0,1,,,
690312134123659264,0,0,0,0,0,1,,,
690380976682311681,0,1,0,1,0,0,,,
726564453802717184,0,0,0,0,0,1,,,
687257042529038338,0,0,0,0,0,1,,,
699693633285414912,0,1,0,1,0,0,,,
685134521776209920,1,0,0,0,1,0,,,
713785539388813312,1,0,0,0,1,0,,,
684948280141201408,0,0,0,0,0,1,,,
707948232253546496,1,1,1,0,0,0,,,
682789199750119425,1,1,1,0,0,0,,,
691050341433999360,0,0,0,0,0,1,,,
736748014081998848,0,1,0,1,0,0,,,
716264816432689155,0,0,0,0,0,1,,,
761197004047417344,0,0,0,0,0,1,,,
686371145495351296,1,0,0,0,1,0,,,
755531122423894016,1,0,0,0,1,0,,,
693970246982590465,0,0,0,0,0,1,,,
796206274027331584,0,1,0,1,0,0,,,
718114858789683201,0,0,0,0,0,1,,,
700736761648046080,0,0,0,0,0,1,,,
791813994306613253,0,0,0,0,0,1,,,
737382701213196289,1,1,1,0,0,0,,,
695726264892657665,1,0,0,0,1,0,,,
687428655228841984,1,1,1,0,0,0,,,
690673663419375616,1,0,0,0,1,0,,,
764245502904922112,1,1,1,0,0,0,,,
699001989594742785,1,1,1,0,0,0,,,
703585576012877824,1,1,1,0,0,0,,,
700877417464930304,1,1,1,0,0,0,,,
766178048500695040,0,0,0,0,0,1,,,
688929819128537088,0,0,0,0,0,1,,,
685531693130715136,1,1,1,0,0,0,,,
743952793149513729,1,1,1,0,0,0,,,
693114261447507969,1,0,0,0,1,0,,,
695424473797779457,1,0,0,0,1,0,,,
717560220185137153,1,0,0,0,1,0,,,
700165119100059648,1,0,0,0,1,0,,,
752215859301527552,1,1,1,0,0,0,,,
701962213712482306,0,1,0,1,0,0,,,
690430867559198720,1,1,1,0,0,0,,,
794932035659956224,0,1,0,1,0,0,,,
789976844749733888,1,1,1,0,0,0,,,
792832805872861184,0,0,0,0,0,1,,,
701477626314031105,0,1,0,1,0,0,,,
735714787984695296,0,1,0,1,0,0,,,
725687919596302336,1,1,1,0,0,0,,,
711999512697503744,1,0,0,0,1,0,,,
684038419920584704,1,0,0,0,1,0,,,
748542420816584704,0,0,0,0,0,1,,,
710624552234164224,0,0,0,0,0,1,,,
706672443696422913,0,0,0,0,0,1,,,
734831483098038272,1,0,0,0,1,0,,,
732456768589070336,1,1,1,0,0,0,,,
702513935619125248,1,0,0,0,1,0,,,
772959536218972160,0,0,0,0,0,1,,,
694283312488009728,0,1,0,1,0,0,,,
684453236053426177,1,0,0,0,1,0,,,
779119026626781184,0,1,0,1,0,0,,,
771758305538605056,0,0,0,0,0,1,,,
784926303115841536,0,0,0,0,0,1,,,
703067156217470977,1,1,1,0,0,0,,,
699590816004759552,0,0,0,0,0,1,,,
682738063642984448,1,0,0,0,1,0,,,
728688537080582145,0,1,0,1,0,0,,,
730199636812521472,0,0,0,0,0,1,,,
683476108445151233,0,1,0,1,0,0,,,
696548550671400960,1,1,1,0,0,0,,,
696962215287615488,0,0,0,0,0,1,,,
708421705417547776,1,0,0,0,1,0,,,
732759985600389122,0,0,0,0,0,1,,,
683804163969519616,0,0,0,0,0,1,,,
784758374797873152,0,1,0,1,0,0,,,
682780886937370624,1,1,1,0,0,0,,,
694990885541380096,0,1,0,1,0,0,,,
689227450946064384,1,1,1,0,0,0,,,
755306684927520768,1,0,0,0,1,0,,,
798211290393182208,1,1,1,0,0,0,,,
686990357960130560,1,1,1,0,0,0,,,
724397060380749824,1,0,0,0,1,0,,,
686989835962322945,1,0,0,0,1,0,,,
719671945210556416,0,0,0,0,0,1,,,
757379554751057920,0,0,0,0,0,1,,,
721780599363604480,0,1,0,1,0,0,,,
685086523449053185,0,1,0,1,0,0,,,
700523789315153922,1,0,0,0,1,0,,,
759011482428280833,1,0,0,0,1,0,,,
691412526895079424,1,0,0,0,1,0,,,
690944656826236928,1,1,1,0,0,0,,,
718546138111086592,1,0,0,0,1,0,,,
725467758687846400,1,0,0,0,1,0,,,
690523257494228992,1,0,0,0,1,0,,,
683556581191979008,0,1,0,1,0,0,,,
731148012194566146,0,1,0,1,0,0,,,
699295186485059584,1,1,1,0,0,0,,,
745697046854799360,1,0,0,0,1,0,,,
796219653337088001,0,1,0,1,0,0,,,
696767871154724864,1,0,0,0,1,0,,,
685656449062572032,0,1,0,1,0,0,,,
725823279529861120,0,0,0,0,0,1,,,
683811405565419520,0,1,0,1,0,0,,,
699975956694487041,1,0,0,0,1,0,,,
683055316016074753,0,0,0,0,0,1,,,
682742744452853760,0,0,0,0,0,1,,,
762074112781082624,0,0,0,0,0,1,,,
710900107412000769,0,0,0,0,0,1,,,
684584263367442432,0,0,0,0,0,1,,,
697257299891585025,0,0,0,0,0,1,,,
685982706887450624,1,0,0,0,1,0,,,
684505584331165697,0,0,0,0,0,1,,,
790062418508546048,1,0,0,0,1,0,,,
709445840947970048,0,1,0,1,0,0,,,
756142828359708674,1,0,0,0,1,0,,,
695809567431655425,0,1,0,1,0,0,,,
714951285208850432,0,0,0,0,0,1,,,
683436089923743745,1,0,0,0,1,0,,,
765318489657618432,0,0,0,0,0,1,,,
750869990111404032,0,1,0,1,0,0,,,
686961954301190144,0,0,0,0,0,1,,,
691754343570214912,0,1,0,1,0,0,,,
724264823861583872,0,0,0,0,0,1,,,
685690675451551748,0,0,0,0,0,1,,,
705598157447520256,0,0,0,0,0,1,,,
696007477561843712,1,1,1,0,0,0,,,
731551079314264064,0,1,0,1,0,0,,,
694943212805476354,1,0,0,0,1,0,,,
738098541445386241,"\"" I read it just when the CTA voice said it. https://t.co/SuChXhdXBH""",0,1,0,1,0,0,,
684115505712607232,1,1,1,0,0,0,,,
688385005945421825,0,0,0,0,0,1,,,
683466180380749824,0,1,0,1,0,0,,,
806296870720897024,1,0,0,0,1,0,,,
688500707125784576,0,0,0,0,0,1,,,
763861691914334208,0,0,0,0,0,1,,,
729843869244923905,0,0,0,0,0,1,,,
689191792290435072,1,0,0,0,1,0,,,
691841369149673473,0,1,0,1,0,0,,,
731168248436248581,0,1,0,1,0,0,,,
793038339364401152,1,0,0,0,1,0,,,
695638600961040384,0,0,0,0,0,1,,,
684340094103359488,1,1,1,0,0,0,,,
732590260836687873,1,1,1,0,0,0,,,
691649428185165824,1,1,1,0,0,0,,,
715598685283823616,1,1,1,0,0,0,,,
702286186342178817,1,0,0,0,1,0,,,
797262438819303424,1,0,0,0,1,0,,,
686593087032930304,1,0,0,0,1,0,,,
684314861485031424,0,0,0,0,0,1,,,
748752970628501504,1,0,0,0,1,0,,,
688112402768855040,1,1,1,0,0,0,,,
733430647969058817,0,1,0,1,0,0,,,
704346856936050688,0,1,0,1,0,0,,,
684275653106102272,0,0,0,0,0,1,,,
687523159109570561,1,0,0,0,1,0,,,
697829728007237633,1,0,0,0,1,0,,,
796858603508355072,0,0,0,0,0,1,,,
699433494460633088,1,0,0,0,1,0,,,
696513503834804224,1,0,0,0,1,0,,,
684558161068617730,1,1,1,0,0,0,,,
685125952892997632,1,0,0,0,1,0,,,
717001886486945792,1,0,0,0,1,0,,,
715765039752458241,0,0,0,0,0,1,,,
700032838800969728,1,0,0,0,1,0,,,
716787655367852033,0,1,0,1,0,0,,,
684889156124819456,0,0,0,0,0,1,,,
711033414481268737,0,1,0,1,0,0,,,
7.03581E+17,0,1,0,1,0,0,,,
747276612631093253,1,1,1,0,0,0,,,
687143200935559168,1,0,0,0,1,0,,,
683389718382292992,0,1,0,1,0,0,,,
752771855052922884,0,0,0,0,0,1,,,
7.70772E+17,1,0,0,0,1,0,,,
689279998134370304,0,0,0,0,0,1,,,
780649419289006080,0,0,0,0,0,1,,,
690160796022763522,0,0,0,0,0,1,,,
686376197236760576,1,1,1,0,0,0,,,
703643931326726144,0,1,0,1,0,0,,,
682760273179078656,0,0,0,0,0,1,,,
683493634017120256,0,0,0,0,0,1,,,
687014902058344448,1,0,0,0,1,0,,,
683999281385189376,1,0,0,0,1,0,,,
761555748778377216,1,0,0,0,1,0,,,
700539498552102914,1,0,0,0,1,0,,,
684561796338991108,1,0,0,0,1,0,,,
794063492672163840,1,0,0,0,1,0,,,
696086852781080577,0,0,0,0,0,1,,,
727258415269969920,0,0,0,0,0,1,,,
682737923142238209,1,1,1,0,0,0,,,
731243923843112960,0,0,0,0,0,1,,,
684214179742486528,1,0,0,0,1,0,,,
703734110603182080,0,0,0,0,0,1,,,
691893299330859008,1,0,0,0,1,0,,,
682987502676893696,0,0,0,0,0,1,,,
686560871137587200,1,1,1,0,0,0,,,
683073627110019072,0,0,0,0,0,1,,,
688866450191192065,1,0,0,0,1,0,,,
730456362962931713,1,0,0,0,1,0,,,
684546176377565184,0,0,0,0,0,1,,,
689479537428590592,1,1,1,0,0,0,,,
727462405823946752,1,0,0,0,1,0,,,
695804372496691201,0,0,0,0,0,1,,,
684593875558739968,0,0,0,0,0,1,,,
683353342270128130,0,1,0,1,0,0,,,
767868297073139712,1,1,1,0,0,0,,,
687362496647290880,0,0,0,0,0,1,,,
738923871114526720,1,1,1,0,0,0,,,
691437696644947968,1,0,0,0,1,0,,,
743309493119782918,0,1,0,1,0,0,,,
699029632209838081,1,0,0,0,1,0,,,
748348597473673216,1,1,1,0,0,0,,,
683819709758857216,1,1,1,0,0,0,,,
710172057435283457,1,1,1,0,0,0,,,
744337165778198528,1,0,0,0,1,0,,,
768635762527068160,0,0,0,0,0,1,,,
728614904173875200,1,1,1,0,0,0,,,
731232741358981121,"Like if you need it) https://t.co/LOsaQDp4Fp""",0,0,0,0,0,1,,
707351442105872385,0,0,0,0,0,1,,,
732291511061188608,1,0,0,0,1,0,,,
739273288208121856,1,1,1,0,0,0,,,
703031426216755202,1,1,1,0,0,0,,,
738363917676642304,1,1,1,0,0,0,,,
689477798264594434,0,0,0,0,0,1,,,
733122593088114688,1,1,1,0,0,0,,,
702932145938030592,1,0,0,0,1,0,,,
696701264713904128,0,0,0,0,0,1,,,
724032667419742211,0,1,0,1,0,0,,,
796396330163859456,0,0,0,0,0,1,,,
712791380289044480,1,0,0,0,1,0,,,
697549574450184192,1,0,0,0,1,0,,,
763841408742588416,0,0,0,0,0,1,,,
687095574206767104,0,1,0,1,0,0,,,
735815751999836160,"don't say nothing at all.\"" https://t.co/lOJphaNvKb""",0,0,0,0,0,1,,
684166518909829120,1,0,0,0,1,0,,,
786386895597137920,1,1,1,0,0,0,,,
724600848307773440,0,1,0,1,0,0,,,
704169237091217409,0,0,0,0,0,1,,,
704720789157838848,0,1,0,1,0,0,,,
687430882014138373,0,0,0,0,0,1,,,
714802863562600449,0,1,0,1,0,0,,,
812530596576718848,0,1,0,1,0,0,,,
739241743715966976,0,0,0,0,0,1,,,
693173588556296192,0,0,0,0,0,1,,,
732955902857351169,1,0,0,0,1,0,,,
731947028671021056,0,0,0,0,0,1,,,
687822195498684416,1,0,0,0,1,0,,,
760286420132999168,0,1,0,1,0,0,,,
781154657410306048,0,1,0,1,0,0,,,
685976540274933761,1,1,1,0,0,0,,,
682915307552403456,1,0,0,0,1,0,,,
788982145230499840,0,1,0,1,0,0,,,
788443826314706946,1,0,0,0,1,0,,,
710092015799767042,1,1,1,0,0,0,,,
773680786838958080,1,1,1,0,0,0,,,
693590972857454592,0,0,0,0,0,1,,,
715232225562853377,0,0,0,0,0,1,,,
691357750291333120,1,1,1,0,0,0,,,
739998104640970752,0,0,0,0,0,1,,,
692901393636560896,0,0,0,0,0,1,,,
757945422992158720,0,1,0,1,0,0,,,
686740583608532992,0,1,0,1,0,0,,,
716705712072736768,0,1,0,1,0,0,,,
684793677223301124,0,1,0,1,0,0,,,
787403759609638913,1,1,1,0,0,0,,,
696489800522723329,1,1,1,0,0,0,,,
699007720708374528,1,0,0,0,1,0,,,
802643048362409984,1,0,0,0,1,0,,,
761010742560776194,0,0,0,0,0,1,,,
693116685751042049,0,0,0,0,0,1,,,
717124140935675906,0,1,0,1,0,0,,,
7.65064E+17,0,0,0,0,0,1,,,
683267852355383296,0,0,0,0,0,1,,,
691337354112438272,1,1,1,0,0,0,,,
714228515101605888,0,0,0,0,0,1,,,
724407572443348997,0,1,0,1,0,0,,,
686623917058949122,1,0,0,0,1,0,,,
760137198045978625,1,0,0,0,1,0,,,
753667329049845760,0,0,0,0,0,1,,,
760259140828688384,1,0,0,0,1,0,,,
768283197528432642,0,1,0,1,0,0,,,
704214378212528128,0,1,0,1,0,0,,,
690284500530696192,1,0,0,0,1,0,,,
697238488626802688,1,1,1,0,0,0,,,
682728174325743617,0,1,0,1,0,0,,,
742397357912907778,1,1,1,0,0,0,,,
682812324370059264,0,0,0,0,0,1,,,
690707279893557249,0,0,0,0,0,1,,,
684919222087073792,0,1,0,1,0,0,,,
686751909684744193,0,0,0,0,0,1,,,
695003936252649472,0,0,0,0,0,1,,,
683143766572568576,0,0,0,0,0,1,,,
690539569679204352,1,0,0,0,1,0,,,
706940640119169024,1,1,1,0,0,0,,,
684268640380690432,1,1,1,0,0,0,,,
692061922401894401,1,0,0,0,1,0,,,
687093477562134528,0,0,0,0,0,1,,,
685698193527472129,1,0,0,0,1,0,,,
696509039178452993,1,1,1,0,0,0,,,
698632106742710273,1,1,1,0,0,0,,,
693196582712393729,0,1,0,1,0,0,,,
703795124225118208,0,1,0,1,0,0,,,
701898304133660672,1,1,1,0,0,0,,,
682981826659528705,0,1,0,1,0,0,,,
794621971627732992,0,1,0,1,0,0,,,
684408122484604928,0,1,0,1,0,0,,,
770868281100099584,0,0,0,0,0,1,,,
684209914269544448,1,0,0,0,1,0,,,
684084804342673408,0,0,0,0,0,1,,,
783128631333617665,0,1,0,1,0,0,,,
683654365727592448,1,1,1,0,0,0,,,
685570587381506048,0,1,0,1,0,0,,,
741005824479395840,0,0,0,0,0,1,,,
685520956857561088,0,0,0,0,0,1,,,
705063959192215552,1,0,0,0,1,0,,,
