"tweet_id","user_id","tweet","text_is_represented","image_adds","image_adds_text_repr","image_adds_text_notrepr","image_notadds_text_repr","image_notadds_text_notrepr"
"727920752515670017","727456111","See Dexter from Dexter laboratory exist in Powerpuff girls https://t.co/uVFeperVji","1","0","0","0","1","0"
"775862225886150656","560828885","RT @PaulysFundDMD: I'm raising money on GoFundMe. Please support me: https://t.co/YWHZWov9Wv @gofundme https://t.co/AqWRqT9ATS","0","0","0","0","0","1"
"685741370644934656","3041117137","RT @VinceMcMahon: Congratulations to the People's Champ @TheRock on his People's Choice Award https://t.co/jetBKxJYNT","1","0","0","0","1","0"
"699430065185099777","721503992","Concerned citizen: \"How're you handling your finals week?\" Me: https://t.co/cFrtuVFvZz","0","1","0","1","0","0"
"699037246121451520","304599063","@bobdylan The Times They Are a-Changin' #Vinyl #Folk #1964 https://t.co/EACU06n2pB","1","0","0","0","1","0"
"803992893128142848","1587559075","@ABHcosmetics KILLED IT with this #ModernRenaissance palette!! @Smashbox did too with their new liquid lips! 😩😍 https://t.co/VU2UWh0Ifk","1","1","1","0","0","0"
"712315393306546177","2509346532","@tweetsauce Fully functional Minecraft Lego set anyone?With actual working 'redstone' ?! https://t.co/yYTGjuNJKk","0","1","0","1","0","0"
"702408882208030720","2364700704","This is what the hopeless romantic in me wants. Get it for me now! #hopelessromantic #love #Iwantitall! https://t.co/ZC61OJPEZI","1","1","1","0","0","0"
"728701496213143552","1217476284","RT @kickthepj: looking through memories of Japan. this is the best picture I took https://t.co/qDZdt0VTLk","0","0","0","0","0","1"
"702087279880310784","15494123","I don't understand larger women who wear pants that are too small to cover their butt. Gives them that Gru look. https://t.co/o6BahwX8gu","0","0","0","0","0","1"
"684762120638996481","442847404","@Mattdavelewis I can't imagine you have time to read all of them, but I commend you anyway. How decent of you. https://t.co/PvEqoyicMD","0","1","0","1","0","0"
"734575208892338176","109141099","RT @Para_Mystery: RIP Summer #GameofThrones https://t.co/uobjhOQrtL","0","0","0","0","0","1"
"683510024535171072","818490121","RT @youfunnyb: Not being able to catch when Bryson Tiller says 'Dont' on time. #youfunnyb https://t.co/9RemhS1suo","0","0","0","0","0","1"
"808451241697153025","3322903916","@Imaginedragons this was probably what u looked like to them 😂 https://t.co/YzqlyUaQYq","0","0","0","0","0","1"
"796141093834330112","326885884","@realDonaldTrump how is this possible? Poll workers wearing\" Defeat TRUMP\" shirts? WTF? https://t.co/aKoGlBqoPI","0","1","0","1","0","0"
"704013466265321472","251476408","RT @SnoopDogg: shoutout to @15_DakP !! hail state all the way to the big league 💯 #teamadidas https://t.co/tk7Z6wPVJD","0","0","0","0","0","1"
"732944598167912448","2541510076","Too many to list!!!! #I'mwithher https://t.co/g5I2SXzhfw","0","1","0","1","0","0"
"696477141798617088","2408543985","RT @esurance: RT during the big game for your shot at a big gain. #EsuranceSweepstakes #SB50 https://t.co/Nm8UJicH6b","0","1","0","1","0","0"
"699388132001607681","191876585","Big Show vs Braun Strowman one-on-one tonight on #RAW... https://t.co/HlrdOccUux","1","1","1","0","0","0"
"726637284066390016","2671810020","@ChebahutTucson1 is this really acceptable?? #burntbacon #obviously #tastelikecharcoal #actuallycharcoaltastebetter https://t.co/fozD3PCooA","1","0","0","0","1","0"
"704009361597841408","3306356675","i hate u i love u i hate that i want you you want her you need her and i'll never be her https://t.co/xW0af3qXqP","1","1","1","0","0","0"
"692338607093325825","129278916","@Courtneyyy_Beth my face when I see you tweeting crap like that again https://t.co/LJ1d0ZIXtR","0","0","0","0","0","1"
"777258033265029120","459985277","RT @wyo_football: Most points in the first half for the Cowboys since 11/23/13 against Hawaii. #GoWyo #WYOvsUCD https://t.co/2DlL4wpfC6","1","1","1","0","0","0"
"788047162940747776","389100921","Geologic regions 67P/C-G dusty regions, smooth plains, large scale structures, plateaus #DPSEPSC https://t.co/HTJHB0IKO0","1","1","1","0","0","0"
"784156897980981248","380100886","My cat kept crying cuz she wanted to be in the restroom as I took a shit  😂 https://t.co/8uxun3y5GM","0","0","0","0","0","1"
"696105179020591104","267927665","RT @BET: Thou shall love #BeyHive  Thou shall follow #QueenBey Thou shall #werk #Formation https://t.co/548A8u4trS","0","0","0","0","0","1"
"713953173489057792","308691800","Love this ❤️ thank you, you always know how to lift me up. I love you @hayscheekballz https://t.co/VN4i2DysqL","1","1","1","0","0","0"
"718495097269030912","49137142","RT @GBPlitz: .@TyMontgomery2 How I feel right now. https://t.co/OKbF0i3Ken","0","1","0","1","0","0"
"699450409228701698","213195756","RT @BrettSVergara: When Taylor Swift wins album of the year again https://t.co/7gC0bz8ySm","0","0","0","0","0","1"
"728250219654217733","67163915","Happy birthday @cleader134 there's never a dull moment with you ☺️🎉💕 thanks for being my hurdle partner in crime! https://t.co/d97Xu4mY1M","1","0","0","0","1","0"
"811660937631592449","213195756","@SpazMcSpazzy no lie, this showed up on my timehop today. 😳 https://t.co/AElw0cbb3U","0","1","0","1","0","0"
"694706536111853568","2293307498","RT @Jobyouhadone: Only in Ireland... https://t.co/9nGIIufLV9","0","1","0","1","0","0"
"760521997126209538","1158286020","RT @MetroTechOK: Thank you @1027kj103 for bringing the jams today at #mtcbash https://t.co/A1FK6LjFAf","0","0","0","0","0","1"
"753014168668602368","272681625","RT @BDO_News: Ninja and Kunoichi classes are arriving the 20th of July. Better sharpen those Katanas or Kunai... https://t.co/kqnSvVDbsT","1","0","0","0","1","0"
"738716100620222468","851941934","@crazart is this part of the recall? https://t.co/y76EhDQlgt","0","1","0","1","0","0"
"720083418633994240","2673969046","RT @_calistabuckley: @maddietackett dude 😂😂😂😂 you too https://t.co/2FOlFnvZZ9","0","1","0","1","0","0"
"687318263290802178","349324588","Wait we can breed them?! I wonder if they have IV/EV to make the perfect battle Morty. #PocketMorty https://t.co/9rzZzeC45B","0","1","0","1","0","0"
"683762557895733248","2758479022","RT @wikileaks: What Sheikh al-#Nimr secretly told the US about #Iran https://t.co/oxqlgzk266 #Saudi https://t.co/rOl7ORvKrr","1","1","1","0","0","0"
"690193424566321152","7097802","Listening to the latest findings of church health & growth from @leadnet researcher @warrenbird. Fascinating data. https://t.co/l33Fd6BKH7","1","0","0","0","1","0"
"685961187591352320","55608667","RT @LifeOfAGirlxo: Truth. https://t.co/bjGKLYIzzS","0","1","0","1","0","0"
"720038851557756928","577650645","RT @thunderalvarez: Hillary, I Shrunk Your Lead #BernieHillaryRomComs https://t.co/WFc5eJ1V9D","1","1","1","0","0","0"
"709082577647362049","2940376415","RT @SportsCenter: Seton Hall is going to the Big Dance! Pirates hold off Wildcats in a thriller, 69-67. https://t.co/WtKuZVIStB","0","0","0","0","0","1"
"704727700276031489","26274866","#smx #keynote the future is starting to look like #ReadyPlayerOne https://t.co/83lKRWv6w2","0","1","0","1","0","0"
"684881890730348544","105364649","RT @PlayboyPlus: Happy Birthday to our one and only Japanese playmate @hiromioshima 🎈🎉🎈 https://t.co/q0cRk9yinE","1","0","0","0","1","0"
"729895949875564544","38563585","Why is Zayn trapped in a Windows 98 screensaver? #LikeIWould https://t.co/v4Wu6qS6rR","1","0","0","0","1","0"
"706246558229123072","2920144052","#supersaturday #Presidentialrace2016 #PresidentialElection #PresidentialPrimary what some millennials think of Trump https://t.co/3zJQtEgINN","1","1","1","0","0","0"
"738996164876345344","109376623","RT @YousefMunayyer: The Great @MuhammadAli understood intersectionality before it was even a thing https://t.co/rBSYOvmot2","0","1","0","1","0","0"
"682713431930200064","84001457","RT @ClemsonFB: B.J. Goodson with the INT!!!! OU turns it back over. https://t.co/jRQQyrubzv","0","1","0","1","0","0"
"686454899458969600","1879952796","RT @Khanoisseur: Every David Bowie hair style in one GIF https://t.co/asA4EEmfcs","1","0","0","0","1","0"
"692093793298944000","327114794","I have more confidence in my future right now than ever before. Huge thanks to this incredible man by my side &lt;3 https://t.co/w2qi09TW1R","1","0","0","0","1","0"
"780042059835117569","2787755103","RT @LukeAdams95: \"roll your eyes again\" me: https://t.co/isaftm5wtQ","0","0","0","0","0","1"
"747821766630727680","540580176","RT @DipLife_: Retweet if you're packing a late night lip http://t.co/iZ8QZuMERv","1","1","1","0","0","0"
"713000848704536577","14880410","@lornarichardson @haxpett Meanwhile, in another comic strip... https://t.co/Fhvfv9p8rU","1","0","0","0","1","0"
"686033118189465600","485970717","when Roethlisberger gets sacked AND hurt #PITvsCIN https://t.co/W1F5yArqVN","0","1","0","1","0","0"
"734456409815797761","14304515","If it moves, I move. https://t.co/bF85fykAWz","1","0","0","0","1","0"
"682797338314838016","2385912086","RT @_skylar_99: another year of taking bad pictures with sam 🎉 #HappyNewYear https://t.co/xMwhAXgkrU","0","0","0","0","0","1"
"726131537524211713","424066660","RT @AgentsofSHIELD: Who will be the #FallenAgent? https://t.co/IbPle8Fxxa","1","1","1","0","0","0"
"747227712369135616","190864491","#SuicideSquad and I hanging out! https://t.co/DzjlToxCgw","0","1","0","1","0","0"
"745088952596570114","244326890","@Eve6 tomorrow! Cleveland! Woooooooooo! My umpteenth show! Here's one from 16 yrs ago!!! https://t.co/VSNL7URKt6","0","0","0","0","0","1"
"685569150819827712","2899405907","Going to exhibits = fun! Going to exhibits and not actually learning = awww! https://t.co/46c1cxkRct","0","1","0","1","0","0"
"686929255767359488","2374601250","RT @Jay_Jay_Jordan: when ur squad gets together and makes ratatouille at 11:00pm https://t.co/bncAcp9qHn","0","0","0","0","0","1"
"738062824690188288","1506053083","RT @onaip_wolf: Trying to understand #flippedclassroom https://t.co/b6tCfJc0v9 https://t.co/ehF8uc636Q","1","1","1","0","0","0"
"743297434185457668","2161782876","RT @KustmKontrllerz: Like I said #TeamKustomz giveaways all summer! S/O to @EA! I kept my word! RT if your excited! https://t.co/hmla6bzLPY","0","0","0","0","0","1"
"708305621075042304","1309455876","RT @TheOneStretch: The One Stretch: it goes well with any morning routine ☕️ https://t.co/JaXfLR705w","0","0","0","0","0","1"
"688173569302380546","15281952","RT @JGenster88: We're headed to double OT after Harbor can't get a second attempt at a game-winner to fall. https://t.co/UutoQvF25q","0","0","0","0","0","1"
"785317588955901952","1524205824","RT @ReportOutage: AT&T is down since 11:03 AM EST https://t.co/Db88CDzgP7 RT if it's down for you as well #attoutage https://t.co/ybdwiaq8y4","0","0","0","0","0","1"
"785952444492746756","2196356307","RT @WSHHFANS: WAIT Y'ALL 😭😭😭 https://t.co/UFqkVKnuoB","0","0","0","0","0","1"
"719185012545859584","31879215","@ToppsSenate. My first non - base Rey! Pretty common but I love it! #herocelebration. Ign Nubala  (: https://t.co/7UIZobMkS9","0","1","0","1","0","0"
"731674096711258112","21616655","Why don't men wear top hats anymore? It's classy and hot as fuck. https://t.co/0E96xgn6X4","1","1","1","0","0","0"
"709895294305984512","2181179323","@zoepenson part two of my death https://t.co/u3IrfpC6IU","0","1","0","1","0","0"
"768997162730553344","56048947","@gordonkeith is this your place? https://t.co/MHC0ETrbKu","0","0","0","0","0","1"
"698283217112199168","43364802","RT @iDeviceArt: #Deadpool #Wallpaper edited by @darka5sa5sin Who wants it? #RT https://t.co/RiEUQ3SV5l","1","0","0","0","1","0"
"689431982514700289","33739610","I live in the south for a reason. That reason is NOT this weather ❄️⛄️ https://t.co/QPuCpAw87t","1","1","1","0","0","0"
"688464894694428672","44065128","RT @taelorrobinson_: happy birthday Aaliyah, rest in peace 💓 https://t.co/vyzISAxdHo","0","0","0","0","0","1"
"683449032300171264","291954019","Took my girl to the dog park today. 💛 https://t.co/FoDeFMAOXn","0","0","0","0","0","1"
"696888618833612801","26934762","@ItsMe_Hannah_C has a billion more tweets than me and I'm really kind of upset about it. 15.4K tweets? Fleek. https://t.co/A1rb0mQCFa","1","1","1","0","0","0"
"736444252507516928","437563475","RT @jowrotethis: Holy fuck someone gif'd it. https://t.co/SnG2jHw7XI","0","0","0","0","0","1"
"796095601888948224","16239701","RT @DonaldJTrumpJr: RT if you VOTED TO DRAIN THE SWAMP! #MAGA #ElectionDay #Election https://t.co/TkUPGBNYkg","1","1","1","0","0","0"
"721028911866519553","3152775560","#Travel#Honeymoon#Beach days#BookNow https://t.co/lHDJfBlAvB","1","0","0","0","1","0"
"682714467797495808","2587909114","RT @PoppaWillie2: Piss off Haters retweet often and wide . https://t.co/NSYIrcHorZ","0","1","0","1","0","0"
"740287854908035072","2215207944","@GnomEnterprises Have had it for about two years and its still one of the best shirts Ive ever bought! 😎 yay! https://t.co/KWWP2l2z55","1","0","0","0","1","0"
"687830174633693184","19483680","RT @SteveRattner: Reminder: US has 4.4% of the world’s people but 42% of civilian owned guns #GOPDebate https://t.co/G45rEAknYf","1","1","1","0","0","0"
"699247486993432576","89493940","RT @CDCMMWR: New @CDCMMWR report details link between #Zika virus & microcephaly. https://t.co/HfZF899chJ https://t.co/uZ0JE2ahGW","0","1","0","1","0","0"
"685875656350130176","573135509","RT @hk0669: @SOF_Music & @IAAssistant performing @britneyspears Hit Me Baby One More Time at @HaloPub on 1/2/16. https://t.co/HdmSb6pxyX","1","0","0","0","1","0"
"685804935196323840","269572615","RT @ItsThreeSixty: Always repping the home team https://t.co/6v4B3aRT6Y","0","0","0","0","0","1"
"687860926314201088","536060662","RT @Stockingandmore: Retweet if you love Sexy curvy Babe @KatieBanksDD https://t.co/tyZA5teLWu","1","0","0","0","1","0"
"709123360182112256","3103589786","RT @YouDirtVideos: Battle at The Bullring B-Mod 50-Lap B-Mod Main Event https://t.co/edobREMaYf https://t.co/nIZg19Da6c","0","0","0","0","0","1"
"709800516524515328","523608771","@OriginalFunko Ain't no party like a Star Wars gif party https://t.co/BE9eXOaj32","1","0","0","0","1","0"
"691405933058994177","14849081","RT @LukeRussert: It's a beautiful day in America. Thank you Peyton! #BillsMafia https://t.co/2w8bS76Rgj","0","0","0","0","0","1"
"727543607847067648","1127262654","RT @AshBenzo: Grilled cheese will never be the same... https://t.co/GXMpKgEOE0 https://t.co/TtYEzyke9I","0","0","0","0","0","1"
"682781846850134018","417244068","Happy New Year everyone and congrats for making it to 2016! https://t.co/iTL4HaKJrr","0","1","0","1","0","0"
"716541030930247680","274072229","my cat is the cutest cat https://t.co/nuUTNxOFyN","1","0","0","0","1","0"
"688563748706082816","105040826","I've just beat a quest in World's Biggest Mahjong.  My new level is'Talented Tiler'.  It's free. https://t.co/kHxVDfKeAg","1","1","1","0","0","0"
"782709803311206400","2269554663","Ten Things You Didn’t Know About the NFL | The Weekday Times https://t.co/QbQIAfy3Va https://t.co/boqGu0cKXq","0","1","0","1","0","0"
"685617226733375488","17916896","Neighbor dying a lingering death. #snowman https://t.co/s3Ky96Brmo","0","0","0","0","0","1"
"705323149173329920","5874062","@RadioCityLeanne our little batman all set for #WBDRadioCity 😊 https://t.co/OVezVvJ3XR","1","0","0","0","1","0"
"751159685542215680","2654136130","@jugad7 same https://t.co/EArxr3S0wP","0","0","0","0","0","1"
"682760522823929856","346349983","New Years games are getting intense with the dads involved https://t.co/wYbYGPtXJO","0","0","0","0","0","1"
"796122648501714945","23336089","RT @BYP_100: Don't stand for the pettiness at the polls! Call the election protection hotline! https://t.co/AG5xcRUDgB","1","1","1","0","0","0"
"737621938122657792","1288790522","@EITMonline The closest I've been to a big animal https://t.co/fE7I1EgAgE","1","0","0","0","1","0"
"694696210049953793","822520250","@KipMooreMusic would approve I think #evanwilliams https://t.co/lMLmL8H670","0","0","0","0","0","1"
"725102255595225088","283640896","RT @OTN_Sterling: We need singers! #sterling #onthatnote #tenor #bass #baritone #musicalrevue #cabaret https://t.co/ZyahEQ7aMt","1","1","1","0","0","0"
"683560030281555968","3313229142","RT @mxkeclemmings: can we please go back to 2013 when michael and harry had that thing together https://t.co/4US9tIpxlL","0","0","0","0","0","1"
"689867680627589120","330028248","RT @provstudents: No Nitelight tonight!! Here's some advice from our fearless leader. Spread the word!!! https://t.co/fElaEhsup2","0","1","0","1","0","0"
"690684019684610048","252597682","@RawanJafar come eat pasta with me. I put maabooch in the tomato sauce 😏 https://t.co/RTCop0wXqv","1","0","0","0","1","0"
"722482462245277696","93986847","Today is a day for those killed, injured, and changed forever.  #okcbombing https://t.co/9qqHRfexVP","1","0","0","0","1","0"
"717056645285683201","514828155","Never forget.. @Nina_Jel https://t.co/LyMlgIL736","0","1","0","1","0","0"
"682720236601122816","2544846032","RT @RayNarvaezJr: .@oculus Please make this happen in 2016! https://t.co/ugcdAGSybx","0","1","0","1","0","0"
"709560090559430656","329482538","Blue facets. https://t.co/mgPpXlK7RW https://t.co/BGp4jdxysf","1","0","0","0","1","0"
"799106725462740992","27813723","This is what happens on #narutoonline and I love it. https://t.co/5foS84V3tQ","0","1","0","1","0","0"
"778450948452528129","1518440665","RT @watchdogsgame: Watch the #WatchDogs2 Multiplayer Trailer. Includes PvP and Co-Op: https://t.co/KZcSWzdXLX https://t.co/mF5XQVxtPh","1","1","1","0","0","0"
"699745800310648832","2428074381","@adventurespin So sweet! ✨ https://t.co/IoQ8tp7jJs","0","1","0","1","0","0"
"685498771938107393","977573312","Tim wilson, @bobandtom @Victory_Theatre https://t.co/VjwHFcIefS","1","0","0","0","1","0"
"708523352210718720","214356593","@ashleylin28 BOBBY NEWPORT https://t.co/NE56JnMLGL","0","0","0","0","0","1"
"684579894483906560","53757127","like ... 💁🏽  white or pink?? lol confusing https://t.co/zNBOwLUn9u","1","0","0","0","1","0"
"757652988626407424","37830882","I should have put my windows up a little more https://t.co/G5ek5bHhUL","0","0","0","0","0","1"
"732237826146865152","74597892","Finals week got me like.. https://t.co/2Ku4mpew0J","1","0","0","0","1","0"
"789114409318699008","23168247","@gypsyjab AHHHHH JAB69 THIS MAKES ME SO HAPPY!!!! (cc: @BradleyBaird) https://t.co/GVlUo2t9pl","0","0","0","0","0","1"
"761700680679718912","1171481240","RT @CharityCr1TiKaL: I wrote a brief outline for Hard Turbo https://t.co/wCyjTWiAJ6","0","1","0","1","0","0"
"693311027241291776","17578771","RT @UCAupdates: RT to vote NOW for Mike! #UCAnationals https://t.co/WREran99lL","1","1","1","0","0","0"
"700076463979110401","202929631","RT @CNN: The first known sexual transmission of #ZikaVirus in the U.S. was eight years ago https://t.co/B99vaQjmt9 https://t.co/M9NGXXdeJE","0","0","0","0","0","1"
"780587547395182592","383559157","RT @ChampagneJordi: Gotta love the commitment of #txst Parking Services 🙃💀 https://t.co/oxDFy2rVeu","1","1","1","0","0","0"
"780502819111510016","4122722476","@Pdexter333 @AuthenticNateJ  I completely forgot about this. We thought it was the funniest thing ever. https://t.co/j7aUFipVi1","0","0","0","0","0","1"
"735538780564652032","2615854496","The class of 2017 is just adorable 🌅 https://t.co/PtVqxrGpLE","0","0","0","0","0","1"
"683384564581011456","55356990","Thanks to Influenster I received Kiss True Volume Lashes for free. https://t.co/MS21T6beFf","1","0","0","0","1","0"
"791778354684948480","23665666","@marygoldweather all I know is this is on their website and mixing patterns like this should be illegal https://t.co/UDhFpkg581","0","0","0","0","0","1"
"727900891592843265","521501330","@Kendra_Rose91 and I when we get old 👵🏽👯😂 #nobodylikesus #ohwell #wecanlivewithoutthem https://t.co/fy6eb8fGq1","0","0","0","0","0","1"
"684391919653384192","225891628","RT @undeadmolly: Here are ten weight loss tips to keep your resolution on track through 2016. https://t.co/1JLbbd7LuU","1","1","1","0","0","0"
"783642449625255940","15099813","@bobfescoe @JasonLaCanfora  back to the Red Sox? https://t.co/EJqoHok7B0","0","0","0","0","0","1"
"693894027708645377","19723491","RT @BrookeELady: WATCH THIS! https://t.co/otnduXRTGO https://t.co/ZJ1r1yvf2y","0","0","0","0","0","1"
"753320730079682560","620376139","@regalmovies has expanded showtimes because of demand for #TheKillingJoke   https://t.co/qmjSCw8jO1 https://t.co/yFF1Hcb7ei","0","0","0","0","0","1"
"695652006657044480","434665544","RT @FlTNESS: Start immediately. https://t.co/fdxh7Rzfea","1","1","1","0","0","0"
"692372023264333824","15201386","I think the engineering team @Firespring is a bit excited about our recent db upgrades #emojioverload (or #donuts) https://t.co/sUrgqcZNra","1","1","1","0","0","0"
"703482046870519808","73543185","@toriamos #BFP20 #ToriAmos This is my souvenir from 6/21/96 Abravanel Hall Salt Lake City, UT I was 20 https://t.co/Hwn6fec9N0","0","1","0","1","0","0"
"699464946896101377","23340658","@CesarGon36 According to album sales she is!!!! https://t.co/1fEzMMgcBC","1","1","1","0","0","0"
"701285168938508288","61663024","@ShelbyFreitas on her parking job: \"I'm not THAT close!\" https://t.co/4aqCLGnsKp","1","1","1","0","0","0"
"691444916883451904","175406218","When it's super cold and you and babe are cute af @CToTheWood https://t.co/3WBCR0wQbk","1","0","0","0","1","0"
"685213725658341376","2434768125","Exactly 1 year ago today! via @timehop https://t.co/ZSRwER5Mt3","0","1","0","1","0","0"
"692444225192005632","164572579","Add me https://t.co/ZRaanqfe9Q","1","1","1","0","0","0"
"684450166598963200","1239864266","Worth the read, I swear https://t.co/9XB8Ni6NJD","1","1","1","0","0","0"
"686042893455372289","93550545","RT @mebehindadesk: Wish Costco would keep politics out of bread. https://t.co/K58tjlI4M3","0","1","0","1","0","0"
"807541196369358852","2274700938","Nothing has ever been more true ever. https://t.co/Xr2jmV6XlJ","0","1","0","1","0","0"
"691703106778693632","2983223970","@Influenster These @Biscoff cookies are so good that I can just eat them w/out coffee! #MyBiscoffBreak #Contest Yum! https://t.co/bmgmeGKffm","1","0","0","0","1","0"
"683437398328356864","26773418","The first of many new additions to my @RubyLane shop this year! Anyone for a Cuppa? https://t.co/35k9y91R3L https://t.co/DODlVWPQwf","0","0","0","0","0","1"
"703410845909319682","23673790","@Mogbarf like a boy scout. Always prepared. https://t.co/JCj6p5WSjB","0","1","0","1","0","0"
"709145508695019520","18623360","Nobody better touch my Princess.. I mean General Leia hoard! Hapoy #SWCTDay https://t.co/bacCqn0WpG","1","1","1","0","0","0"
"773951152341868546","415918838","@BenDuBose Yes, because the Astros have NEVER benefited from an umpire's mistake this season... nope, not once... https://t.co/Qrmtybf4e0","0","0","0","0","0","1"
"693928107900846081","23337497","Star Wars: Clone Wars all day! https://t.co/Vv7A7mQDjI","1","0","0","0","1","0"
"685603382459957248","2984390205","RT @TheAviationist: This GAU-8/A Avenger 30 mm gun firing test footage is pretty impressive https://t.co/SeAamNiekE https://t.co/LjddvAfNQj","0","0","0","0","0","1"
"763497238689615872","402353785","You could seriously not pay me to care about #MaliaObama smoking pot. https://t.co/B2DiA4BNfg","0","1","0","1","0","0"
"772262995455979521","29176540","I'm raising money on GoFundMe. Please support me: https://t.co/j5HqSzZlpp @gofundme https://t.co/ZLr4AUR3rr","0","0","0","0","0","1"
"686683434194964484","36696995","Already read the 1st chapter and looking forward to reading the rest @EmWatson #OurSharedShelf https://t.co/pjzc5laouY","0","1","0","1","0","0"
"682967473109495808","286480054","RT @JonesyB13: Finally finished #MakingAMurderer     Still the most punchable face https://t.co/Z2dkU4bVCw","0","0","0","0","0","1"
"718607600611295234","28445180","Free parking for Hondas at Angel Stadium tonight! Seat upgrades too👍🏼⚾️ please pick us! @HelpfulHonda @Angels https://t.co/sFQtxqlxK4","1","1","1","0","0","0"
"739256561315500032","996356186","I look fried and these are the only pics I got but so proud of you guys, congrats @Shawnteara1 @mason_durden22 😊💜🤘🏼 https://t.co/bwhPOKGdMM","0","0","0","0","0","1"
"732652564831952897","2724509797","the kittens my cat Bella had on April 29th, 2016 https://t.co/64Dd4misJ4","1","0","0","0","1","0"
"683154252433375232","2864756633","RT @iAmTerrace: Lil' homie dabbed on 'em in the name of the Lord... https://t.co/UEAxsr8SPw","0","1","0","1","0","0"
"775838373038743552","285341840","12 amazing kick ass years!! #SupernaturalDay  #Faves https://t.co/Ayx1xQXskB","0","0","0","0","0","1"
